calc_time,,funding_interval_hours,last_funding_rate
2024-04-27 16:00:00,SOLUSDT,8,2.358e-05
2024-04-27 16:00:00,XRPUSDT,8,4.501e-05
2024-04-28 00:00:00,AAVEUSDT,8,-8.89e-06
2024-04-28 00:00:00,BNBUSDT,8,-0.00061995
2024-04-28 00:00:00,BTCUSDT,8,1.006e-05
2024-04-28 00:00:00,DOGEUSDT,8,5.674e-05
2024-04-28 00:00:00,ETHUSDT,8,9.322e-05
2024-04-28 00:00:00,MASKUSDT,8,0.0001
2024-04-28 00:00:00,SOLUSDT,8,2.733e-05
2024-04-28 00:00:00,XRPUSDT,8,-8.93e-06
2024-04-28 08:00:00,AAVEUSDT,8,7.345e-05
2024-04-28 08:00:00,BNBUSDT,8,-0.00078809
2024-04-28 08:00:00,BTCUSDT,8,-2.081e-05
2024-04-28 08:00:00,DOGEUSDT,8,8.208e-05
2024-04-28 08:00:00,ETHUSDT,8,8.3e-05
2024-04-28 08:00:00,MASKUSDT,8,0.0001
2024-04-28 08:00:00,SOLUSDT,8,3.029e-05
2024-04-28 08:00:00,XRPUSDT,8,8.796e-05
2024-04-28 16:00:00,AAVEUSDT,8,8.118e-05
2024-04-28 16:00:00,BNBUSDT,8,-0.00079187
2024-04-28 16:00:00,BTCUSDT,8,2.782e-05
2024-04-28 16:00:00,DOGEUSDT,8,0.0001
2024-04-28 16:00:00,ETHUSDT,8,8.272e-05
2024-04-28 16:00:00,MASKUSDT,8,0.0001
2024-04-28 16:00:00,SOLUSDT,8,0.0001
2024-04-28 16:00:00,XRPUSDT,8,-5.014e-05
2024-04-29 00:00:00,AAVEUSDT,8,-7.653e-05
2024-04-29 00:00:00,BNBUSDT,8,-0.00084938
2024-04-29 00:00:00,BTCUSDT,8,2.472e-05
2024-04-29 00:00:00,DOGEUSDT,8,0.0001
2024-04-29 00:00:00,ETHUSDT,8,8.816e-05
2024-04-29 00:00:00,MASKUSDT,8,0.0001
2024-04-29 00:00:00,SOLUSDT,8,0.0001
2024-04-29 00:00:00,XRPUSDT,8,-0.00012216
2024-04-29 08:00:00,AAVEUSDT,8,4.399e-05
2024-04-29 08:00:00,BNBUSDT,8,-0.00087166
2024-04-29 08:00:00,BTCUSDT,8,5.544e-05
2024-04-29 08:00:00,DOGEUSDT,8,-3e-06
2024-04-29 08:00:00,ETHUSDT,8,0.0001
2024-04-29 08:00:00,MASKUSDT,8,-2.088e-05
2024-04-29 08:00:00,SOLUSDT,8,0.0001
2024-04-29 08:00:00,XRPUSDT,8,-0.0001151
2024-04-29 16:00:00,AAVEUSDT,8,9.876e-05
2024-04-29 16:00:00,BNBUSDT,8,-0.00065653
2024-04-29 16:00:00,BTCUSDT,8,6.828e-05
2024-04-29 16:00:00,DOGEUSDT,8,9.017e-05
2024-04-29 16:00:00,ETHUSDT,8,5.981e-05
2024-04-29 16:00:00,MASKUSDT,8,0.0001
2024-04-29 16:00:00,SOLUSDT,8,0.0001
2024-04-29 16:00:00,XRPUSDT,8,0.0001
2024-04-30 00:00:00,AAVEUSDT,8,4.721e-05
2024-04-30 00:00:00,BNBUSDT,8,-0.00042184
2024-04-30 00:00:00,BTCUSDT,8,9.74e-05
2024-04-30 00:00:00,DOGEUSDT,8,3.634e-05
2024-04-30 00:00:00,ETHUSDT,8,7.518e-05
2024-04-30 00:00:00,MASKUSDT,8,0.0001
2024-04-30 00:00:00,SOLUSDT,8,6.384e-05
2024-04-30 00:00:00,XRPUSDT,8,0.0001
2024-04-30 08:00:00,AAVEUSDT,8,9.192e-05
2024-04-30 08:00:00,BNBUSDT,8,-0.00015559
2024-04-30 08:00:00,BTCUSDT,8,9.154e-05
2024-04-30 08:00:00,DOGEUSDT,8,3.781e-05
2024-04-30 08:00:00,ETHUSDT,8,7.389e-05
2024-04-30 08:00:00,MASKUSDT,8,7.705e-05
2024-04-30 08:00:00,SOLUSDT,8,0.0001
2024-04-30 08:00:00,XRPUSDT,8,8.953e-05
2024-04-30 16:00:00,AAVEUSDT,8,-2.629e-05
2024-04-30 16:00:00,BNBUSDT,8,-0.00070745
2024-04-30 16:00:00,BTCUSDT,8,0.0001
2024-04-30 16:00:00,DOGEUSDT,8,2.266e-05
2024-04-30 16:00:00,ETHUSDT,8,3.887e-05
2024-04-30 16:00:00,MASKUSDT,8,-3.062e-05
2024-04-30 16:00:00,SOLUSDT,8,4.102e-05
2024-04-30 16:00:00,XRPUSDT,8,3.585e-05
2024-05-01 00:00:00,AAVEUSDT,8,-2.612e-05
2024-05-01 00:00:00,BNBUSDT,8,-0.00022922
2024-05-01 00:00:00,BTCUSDT,8,0.0001
2024-05-01 00:00:00,DOGEUSDT,8,-7.32e-05
2024-05-01 00:00:00,ETHUSDT,8,1.865e-05
2024-05-01 00:00:00,MASKUSDT,8,8.28e-06
2024-05-01 00:00:00,SOLUSDT,8,-3.566e-05
2024-05-01 00:00:00,XRPUSDT,8,-3.768e-05
2024-05-01 08:00:00,AAVEUSDT,8,6.962e-05
2024-05-01 08:00:00,BNBUSDT,8,-0.00017534
2024-05-01 08:00:00,BTCUSDT,8,8.946e-05
2024-05-01 08:00:00,DOGEUSDT,8,7.52e-05
2024-05-01 08:00:00,ETHUSDT,8,4.89e-05
2024-05-01 08:00:00,MASKUSDT,8,-0.00010703
2024-05-01 08:00:00,SOLUSDT,8,0.0001
2024-05-01 08:00:00,XRPUSDT,8,5.366e-05
2024-05-01 16:00:00,AAVEUSDT,8,0.0001
2024-05-01 16:00:00,BNBUSDT,8,-0.00017136
2024-05-01 16:00:00,BTCUSDT,8,9.902e-05
2024-05-01 16:00:00,DOGEUSDT,8,9.25e-06
2024-05-01 16:00:00,ETHUSDT,8,7.347e-05
2024-05-01 16:00:00,MASKUSDT,8,0.0001
2024-05-01 16:00:00,SOLUSDT,8,9.105e-05
2024-05-01 16:00:00,XRPUSDT,8,0.0001
2024-05-02 00:00:00,AAVEUSDT,8,4.621e-05
2024-05-02 00:00:00,BNBUSDT,8,-0.00025289
2024-05-02 00:00:00,BTCUSDT,8,6.634e-05
2024-05-02 00:00:00,DOGEUSDT,8,-7.76e-05
2024-05-02 00:00:00,ETHUSDT,8,-8.6e-07
2024-05-02 00:00:00,MASKUSDT,8,9.858e-05
2024-05-02 00:00:00,SOLUSDT,8,3.78e-06
2024-05-02 00:00:00,XRPUSDT,8,0.0001
2024-05-02 08:00:00,AAVEUSDT,8,7.662e-05
2024-05-02 08:00:00,BNBUSDT,8,-1.565e-05
2024-05-02 08:00:00,BTCUSDT,8,6.169e-05
2024-05-02 08:00:00,DOGEUSDT,8,3.286e-05
2024-05-02 08:00:00,ETHUSDT,8,9.579e-05
2024-05-02 08:00:00,MASKUSDT,8,0.0001
2024-05-02 08:00:00,SOLUSDT,8,7.951e-05
2024-05-02 08:00:00,XRPUSDT,8,0.0001
2024-05-02 16:00:00,AAVEUSDT,8,3.613e-05
2024-05-02 16:00:00,BNBUSDT,8,-0.0002526
2024-05-02 16:00:00,BTCUSDT,8,-1.23e-06
2024-05-02 16:00:00,DOGEUSDT,8,1.542e-05
2024-05-02 16:00:00,ETHUSDT,8,7.757e-05
2024-05-02 16:00:00,MASKUSDT,8,2.622e-05
2024-05-02 16:00:00,SOLUSDT,8,3.479e-05
2024-05-02 16:00:00,XRPUSDT,8,0.0001
2024-05-03 00:00:00,AAVEUSDT,8,8.32e-06
2024-05-03 00:00:00,BNBUSDT,8,-0.00012686
2024-05-03 00:00:00,BTCUSDT,8,-1.549e-05
2024-05-03 00:00:00,DOGEUSDT,8,-3.101e-05
2024-05-03 00:00:00,ETHUSDT,8,4.044e-05
2024-05-03 00:00:00,MASKUSDT,8,-8.514e-05
2024-05-03 00:00:00,SOLUSDT,8,5.799e-05
2024-05-03 00:00:00,XRPUSDT,8,5.565e-05
2024-05-03 08:00:00,AAVEUSDT,8,-3.54e-05
2024-05-03 08:00:00,BNBUSDT,8,-1.017e-05
2024-05-03 08:00:00,BTCUSDT,8,-3.764e-05
2024-05-03 08:00:00,DOGEUSDT,8,-6.276e-05
2024-05-03 08:00:00,ETHUSDT,8,2.157e-05
2024-05-03 08:00:00,MASKUSDT,8,0.0001
2024-05-03 08:00:00,SOLUSDT,8,-5.326e-05
2024-05-03 08:00:00,XRPUSDT,8,0.0001
2024-05-03 16:00:00,AAVEUSDT,8,0.0001
2024-05-03 16:00:00,BNBUSDT,8,-0.00032785
2024-05-03 16:00:00,BTCUSDT,8,8.091e-05
2024-05-03 16:00:00,DOGEUSDT,8,9.181e-05
2024-05-03 16:00:00,ETHUSDT,8,3.457e-05
2024-05-03 16:00:00,MASKUSDT,8,0.0001
2024-05-03 16:00:00,SOLUSDT,8,3.126e-05
2024-05-03 16:00:00,XRPUSDT,8,0.0001
2024-05-04 00:00:00,AAVEUSDT,8,1.074e-05
2024-05-04 00:00:00,BNBUSDT,8,-0.000114
2024-05-04 00:00:00,BTCUSDT,8,2.703e-05
2024-05-04 00:00:00,DOGEUSDT,8,2.169e-05
2024-05-04 00:00:00,ETHUSDT,8,4.29e-05
2024-05-04 00:00:00,MASKUSDT,8,2.239e-05
2024-05-04 00:00:00,SOLUSDT,8,-8.768e-05
2024-05-04 00:00:00,XRPUSDT,8,-5.69e-06
2024-05-04 08:00:00,AAVEUSDT,8,-5.58e-05
2024-05-04 08:00:00,BNBUSDT,8,-0.00015609
2024-05-04 08:00:00,BTCUSDT,8,7.455e-05
2024-05-04 08:00:00,DOGEUSDT,8,8.923e-05
2024-05-04 08:00:00,ETHUSDT,8,8.465e-05
2024-05-04 08:00:00,MASKUSDT,8,0.0001
2024-05-04 08:00:00,SOLUSDT,8,1.077e-05
2024-05-04 08:00:00,XRPUSDT,8,1.211e-05
2024-05-04 16:00:00,AAVEUSDT,8,0.0001
2024-05-04 16:00:00,BNBUSDT,8,-0.0002685
2024-05-04 16:00:00,BTCUSDT,8,6.265e-05
2024-05-04 16:00:00,DOGEUSDT,8,5.66e-06
2024-05-04 16:00:00,ETHUSDT,8,7.001e-05
2024-05-04 16:00:00,MASKUSDT,8,0.0001
2024-05-04 16:00:00,SOLUSDT,8,1.309e-05
2024-05-04 16:00:00,XRPUSDT,8,0.0001
2024-05-05 00:00:00,AAVEUSDT,8,-3.622e-05
2024-05-05 00:00:00,BNBUSDT,8,-0.00071748
2024-05-05 00:00:00,BTCUSDT,8,6.906e-05
2024-05-05 00:00:00,DOGEUSDT,8,5.163e-05
2024-05-05 00:00:00,ETHUSDT,8,8.848e-05
2024-05-05 00:00:00,MASKUSDT,8,1.665e-05
2024-05-05 00:00:00,SOLUSDT,8,5.621e-05
2024-05-05 00:00:00,XRPUSDT,8,7.737e-05
2024-05-05 08:00:00,AAVEUSDT,8,0.0001
2024-05-05 08:00:00,BNBUSDT,8,-0.00031949
2024-05-05 08:00:00,BTCUSDT,8,6.47e-06
2024-05-05 08:00:00,DOGEUSDT,8,-5.312e-05
2024-05-05 08:00:00,ETHUSDT,8,9.394e-05
2024-05-05 08:00:00,MASKUSDT,8,0.0001
2024-05-05 08:00:00,SOLUSDT,8,8.266e-05
2024-05-05 08:00:00,XRPUSDT,8,0.0001
2024-05-05 16:00:00,AAVEUSDT,8,3.899e-05
2024-05-05 16:00:00,BNBUSDT,8,-0.0004005
2024-05-05 16:00:00,BTCUSDT,8,3.893e-05
2024-05-05 16:00:00,DOGEUSDT,8,4.639e-05
2024-05-05 16:00:00,ETHUSDT,8,5.578e-05
2024-05-05 16:00:00,MASKUSDT,8,0.0001
2024-05-05 16:00:00,SOLUSDT,8,7.548e-05
2024-05-05 16:00:00,XRPUSDT,8,3.844e-05
2024-05-06 00:00:00,AAVEUSDT,8,9.709e-05
2024-05-06 00:00:00,BNBUSDT,8,-8.052e-05
2024-05-06 00:00:00,BTCUSDT,8,6.02e-06
2024-05-06 00:00:00,DOGEUSDT,8,2.341e-05
2024-05-06 00:00:00,ETHUSDT,8,5.569e-05
2024-05-06 00:00:00,MASKUSDT,8,0.0001
2024-05-06 00:00:00,SOLUSDT,8,5.854e-05
2024-05-06 00:00:00,XRPUSDT,8,0.0001
2024-05-06 08:00:00,AAVEUSDT,8,0.0001
2024-05-06 08:00:00,BNBUSDT,8,-9.37e-05
2024-05-06 08:00:00,BTCUSDT,8,-1.031e-05
2024-05-06 08:00:00,DOGEUSDT,8,0.0001
2024-05-06 08:00:00,ETHUSDT,8,0.0001
2024-05-06 08:00:00,MASKUSDT,8,7.754e-05
2024-05-06 08:00:00,SOLUSDT,8,5.22e-05
2024-05-06 08:00:00,XRPUSDT,8,0.0001
2024-05-06 16:00:00,AAVEUSDT,8,0.0001
2024-05-06 16:00:00,BNBUSDT,8,-0.00026489
2024-05-06 16:00:00,BTCUSDT,8,7.746e-05
2024-05-06 16:00:00,DOGEUSDT,8,0.0001
2024-05-06 16:00:00,ETHUSDT,8,9.025e-05
2024-05-06 16:00:00,MASKUSDT,8,0.0001
2024-05-06 16:00:00,SOLUSDT,8,0.0001
2024-05-06 16:00:00,XRPUSDT,8,0.0001
2024-05-07 00:00:00,AAVEUSDT,8,1.763e-05
2024-05-07 00:00:00,BNBUSDT,8,0.0
2024-05-07 00:00:00,BTCUSDT,8,6.064e-05
2024-05-07 00:00:00,DOGEUSDT,8,5.921e-05
2024-05-07 00:00:00,ETHUSDT,8,7.342e-05
2024-05-07 00:00:00,MASKUSDT,8,0.0001
2024-05-07 00:00:00,SOLUSDT,8,7.714e-05
2024-05-07 00:00:00,XRPUSDT,8,8.428e-05
2024-05-07 08:00:00,AAVEUSDT,8,0.0001
2024-05-07 08:00:00,BNBUSDT,8,-8.607e-05
2024-05-07 08:00:00,BTCUSDT,8,1.581e-05
2024-05-07 08:00:00,DOGEUSDT,8,0.0001
2024-05-07 08:00:00,ETHUSDT,8,4.028e-05
2024-05-07 08:00:00,MASKUSDT,8,0.0001
2024-05-07 08:00:00,SOLUSDT,8,-1.698e-05
2024-05-07 08:00:00,XRPUSDT,8,-2.685e-05
2024-05-07 16:00:00,AAVEUSDT,8,0.0001
2024-05-07 16:00:00,BNBUSDT,8,0.0
2024-05-07 16:00:00,BTCUSDT,8,9.028e-05
2024-05-07 16:00:00,DOGEUSDT,8,7.881e-05
2024-05-07 16:00:00,ETHUSDT,8,6.978e-05
2024-05-07 16:00:00,MASKUSDT,8,5.226e-05
2024-05-07 16:00:00,SOLUSDT,8,2.502e-05
2024-05-07 16:00:00,XRPUSDT,8,7.13e-05
2024-05-08 00:00:00,AAVEUSDT,8,0.0001
2024-05-08 00:00:00,BNBUSDT,8,0.0
2024-05-08 00:00:00,BTCUSDT,8,4.891e-05
2024-05-08 00:00:00,DOGEUSDT,8,0.0001
2024-05-08 00:00:00,ETHUSDT,8,7.764e-05
2024-05-08 00:00:00,MASKUSDT,8,7.369e-05
2024-05-08 00:00:00,SOLUSDT,8,0.0001
2024-05-08 00:00:00,XRPUSDT,8,0.0001
2024-05-08 08:00:00,AAVEUSDT,8,0.0001
2024-05-08 08:00:00,BNBUSDT,8,0.0
2024-05-08 08:00:00,BTCUSDT,8,5.553e-05
2024-05-08 08:00:00,DOGEUSDT,8,0.0001
2024-05-08 08:00:00,ETHUSDT,8,7.236e-05
2024-05-08 08:00:00,MASKUSDT,8,6.889e-05
2024-05-08 08:00:00,SOLUSDT,8,0.0001
2024-05-08 08:00:00,XRPUSDT,8,5.237e-05
2024-05-08 16:00:00,AAVEUSDT,8,0.0001
2024-05-08 16:00:00,BNBUSDT,8,0.0
2024-05-08 16:00:00,BTCUSDT,8,9.292e-05
2024-05-08 16:00:00,DOGEUSDT,8,0.0001
2024-05-08 16:00:00,ETHUSDT,8,0.0001
2024-05-08 16:00:00,MASKUSDT,8,0.0001
2024-05-08 16:00:00,SOLUSDT,8,0.0001
2024-05-08 16:00:00,XRPUSDT,8,0.0001
2024-05-09 00:00:00,AAVEUSDT,8,4.79e-06
2024-05-09 00:00:00,BNBUSDT,8,0.0
2024-05-09 00:00:00,BTCUSDT,8,5.648e-05
2024-05-09 00:00:00,DOGEUSDT,8,9.765e-05
2024-05-09 00:00:00,ETHUSDT,8,0.0001
2024-05-09 00:00:00,MASKUSDT,8,0.0001
2024-05-09 00:00:00,SOLUSDT,8,5.327e-05
2024-05-09 00:00:00,XRPUSDT,8,0.0001
2024-05-09 08:00:00,AAVEUSDT,8,0.0001
2024-05-09 08:00:00,BNBUSDT,8,0.0
2024-05-09 08:00:00,BTCUSDT,8,3.315e-05
2024-05-09 08:00:00,DOGEUSDT,8,2.876e-05
2024-05-09 08:00:00,ETHUSDT,8,0.0001
2024-05-09 08:00:00,MASKUSDT,8,0.0001
2024-05-09 08:00:00,SOLUSDT,8,8.335e-05
2024-05-09 08:00:00,XRPUSDT,8,0.0001
2024-05-09 16:00:00,AAVEUSDT,8,9.714e-05
2024-05-09 16:00:00,BNBUSDT,8,0.0
2024-05-09 16:00:00,BTCUSDT,8,7.253e-05
2024-05-09 16:00:00,DOGEUSDT,8,7.828e-05
2024-05-09 16:00:00,ETHUSDT,8,0.0001
2024-05-09 16:00:00,MASKUSDT,8,0.0001
2024-05-09 16:00:00,SOLUSDT,8,7.648e-05
2024-05-09 16:00:00,XRPUSDT,8,0.0001
2024-05-10 00:00:00,AAVEUSDT,8,5.107e-05
2024-05-10 00:00:00,BNBUSDT,8,-1.814e-05
2024-05-10 00:00:00,BTCUSDT,8,1.026e-05
2024-05-10 00:00:00,DOGEUSDT,8,-3.938e-05
2024-05-10 00:00:00,ETHUSDT,8,9.04e-05
2024-05-10 00:00:00,MASKUSDT,8,7.003e-05
2024-05-10 00:00:00,SOLUSDT,8,2.012e-05
2024-05-10 00:00:00,XRPUSDT,8,2.657e-05
2024-05-10 08:00:00,AAVEUSDT,8,0.0001
2024-05-10 08:00:00,BNBUSDT,8,-0.00013856
2024-05-10 08:00:00,BTCUSDT,8,5.934e-05
2024-05-10 08:00:00,DOGEUSDT,8,0.0001
2024-05-10 08:00:00,ETHUSDT,8,0.0001
2024-05-10 08:00:00,MASKUSDT,8,0.0001
2024-05-10 08:00:00,SOLUSDT,8,5.156e-05
2024-05-10 08:00:00,XRPUSDT,8,0.0001
2024-05-10 16:00:00,AAVEUSDT,8,0.0001
2024-05-10 16:00:00,BNBUSDT,8,-0.00023606
2024-05-10 16:00:00,BTCUSDT,8,7.653e-05
2024-05-10 16:00:00,DOGEUSDT,8,0.0001
2024-05-10 16:00:00,ETHUSDT,8,5.137e-05
2024-05-10 16:00:00,MASKUSDT,8,0.0001
2024-05-10 16:00:00,SOLUSDT,8,0.0001
2024-05-10 16:00:00,XRPUSDT,8,6.703e-05
2024-05-11 00:00:00,AAVEUSDT,8,-7.022e-05
2024-05-11 00:00:00,BNBUSDT,8,-7.794e-05
2024-05-11 00:00:00,BTCUSDT,8,8.881e-05
2024-05-11 00:00:00,DOGEUSDT,8,1.38e-05
2024-05-11 00:00:00,ETHUSDT,8,7.578e-05
2024-05-11 00:00:00,MASKUSDT,8,0.0001
2024-05-11 00:00:00,SOLUSDT,8,4.734e-05
2024-05-11 00:00:00,XRPUSDT,8,3.789e-05
2024-05-11 08:00:00,AAVEUSDT,8,6.065e-05
2024-05-11 08:00:00,BNBUSDT,8,0.0
2024-05-11 08:00:00,BTCUSDT,8,3.771e-05
2024-05-11 08:00:00,DOGEUSDT,8,3.462e-05
2024-05-11 08:00:00,ETHUSDT,8,6.69e-05
2024-05-11 08:00:00,MASKUSDT,8,4.432e-05
2024-05-11 08:00:00,SOLUSDT,8,9.445e-05
2024-05-11 08:00:00,XRPUSDT,8,0.0001
2024-05-11 16:00:00,AAVEUSDT,8,-4.99e-05
2024-05-11 16:00:00,BNBUSDT,8,0.0
2024-05-11 16:00:00,BTCUSDT,8,5.067e-05
2024-05-11 16:00:00,DOGEUSDT,8,9.389e-05
2024-05-11 16:00:00,ETHUSDT,8,8.517e-05
2024-05-11 16:00:00,MASKUSDT,8,8.052e-05
2024-05-11 16:00:00,SOLUSDT,8,5.096e-05
2024-05-11 16:00:00,XRPUSDT,8,0.0001
2024-05-12 00:00:00,AAVEUSDT,8,-0.00017192
2024-05-12 00:00:00,BNBUSDT,8,0.0
2024-05-12 00:00:00,BTCUSDT,8,2.604e-05
2024-05-12 00:00:00,DOGEUSDT,8,-9.66e-06
2024-05-12 00:00:00,ETHUSDT,8,8.01e-05
2024-05-12 00:00:00,MASKUSDT,8,8.61e-05
2024-05-12 00:00:00,SOLUSDT,8,4.613e-05
2024-05-12 00:00:00,XRPUSDT,8,2.478e-05
2024-05-12 08:00:00,AAVEUSDT,8,-9.118e-05
2024-05-12 08:00:00,BNBUSDT,8,0.0
2024-05-12 08:00:00,BTCUSDT,8,2.83e-05
2024-05-12 08:00:00,DOGEUSDT,8,6.825e-05
2024-05-12 08:00:00,ETHUSDT,8,7.264e-05
2024-05-12 08:00:00,MASKUSDT,8,5.249e-05
2024-05-12 08:00:00,SOLUSDT,8,2.9e-05
2024-05-12 08:00:00,XRPUSDT,8,0.0001
2024-05-12 16:00:00,AAVEUSDT,8,8.525e-05
2024-05-12 16:00:00,BNBUSDT,8,-2.601e-05
2024-05-12 16:00:00,BTCUSDT,8,0.0001
2024-05-12 16:00:00,DOGEUSDT,8,0.0001
2024-05-12 16:00:00,ETHUSDT,8,6.269e-05
2024-05-12 16:00:00,MASKUSDT,8,0.0001
2024-05-12 16:00:00,SOLUSDT,8,6.071e-05
2024-05-12 16:00:00,XRPUSDT,8,0.0001
2024-05-13 00:00:00,AAVEUSDT,8,-3.303e-05
2024-05-13 00:00:00,BNBUSDT,8,-0.00017911
2024-05-13 00:00:00,BTCUSDT,8,0.0001
2024-05-13 00:00:00,DOGEUSDT,8,6.32e-06
2024-05-13 00:00:00,ETHUSDT,8,5.829e-05
2024-05-13 00:00:00,MASKUSDT,8,0.0001
2024-05-13 00:00:00,SOLUSDT,8,-7.24e-06
2024-05-13 00:00:00,XRPUSDT,8,-1.783e-05
2024-05-13 08:00:00,AAVEUSDT,8,-1.62e-05
2024-05-13 08:00:00,BNBUSDT,8,-8.47e-05
2024-05-13 08:00:00,BTCUSDT,8,8.469e-05
2024-05-13 08:00:00,DOGEUSDT,8,0.0001
2024-05-13 08:00:00,ETHUSDT,8,0.0001
2024-05-13 08:00:00,MASKUSDT,8,8.487e-05
2024-05-13 08:00:00,SOLUSDT,8,0.0001
2024-05-13 08:00:00,XRPUSDT,8,6.218e-05
2024-05-13 16:00:00,AAVEUSDT,8,0.0001
2024-05-13 16:00:00,BNBUSDT,8,-0.00033836
2024-05-13 16:00:00,BTCUSDT,8,9.151e-05
2024-05-13 16:00:00,DOGEUSDT,8,0.0001
2024-05-13 16:00:00,ETHUSDT,8,0.0001
2024-05-13 16:00:00,MASKUSDT,8,0.0001
2024-05-13 16:00:00,SOLUSDT,8,9.778e-05
2024-05-13 16:00:00,XRPUSDT,8,0.0001
2024-05-14 00:00:00,AAVEUSDT,8,4.055e-05
2024-05-14 00:00:00,BNBUSDT,8,-1.301e-05
2024-05-14 00:00:00,BTCUSDT,8,9.866e-05
2024-05-14 00:00:00,DOGEUSDT,8,0.0001
2024-05-14 00:00:00,ETHUSDT,8,0.0001
2024-05-14 00:00:00,MASKUSDT,8,0.0001
2024-05-14 00:00:00,SOLUSDT,8,0.0001
2024-05-14 00:00:00,XRPUSDT,8,0.0001
2024-05-14 08:00:00,AAVEUSDT,8,0.0001
2024-05-14 08:00:00,BNBUSDT,8,-0.00036204
2024-05-14 08:00:00,BTCUSDT,8,0.0001
2024-05-14 08:00:00,DOGEUSDT,8,0.0001
2024-05-14 08:00:00,ETHUSDT,8,8.14e-05
2024-05-14 08:00:00,MASKUSDT,8,8.871e-05
2024-05-14 08:00:00,SOLUSDT,8,8.969e-05
2024-05-14 08:00:00,XRPUSDT,8,0.0001
2024-05-14 16:00:00,AAVEUSDT,8,0.0001
2024-05-14 16:00:00,BNBUSDT,8,-0.00129616
2024-05-14 16:00:00,BTCUSDT,8,4.392e-05
2024-05-14 16:00:00,DOGEUSDT,8,0.0001
2024-05-14 16:00:00,ETHUSDT,8,9.124e-05
2024-05-14 16:00:00,MASKUSDT,8,0.0001
2024-05-14 16:00:00,SOLUSDT,8,4.564e-05
2024-05-14 16:00:00,XRPUSDT,8,0.0001
2024-05-15 00:00:00,AAVEUSDT,8,-5.312e-05
2024-05-15 00:00:00,BNBUSDT,8,-0.00101022
2024-05-15 00:00:00,BTCUSDT,8,0.0001
2024-05-15 00:00:00,DOGEUSDT,8,-2.39e-05
2024-05-15 00:00:00,ETHUSDT,8,0.0001
2024-05-15 00:00:00,MASKUSDT,8,0.0001
2024-05-15 00:00:00,SOLUSDT,8,1.738e-05
2024-05-15 00:00:00,XRPUSDT,8,4.302e-05
2024-05-15 08:00:00,AAVEUSDT,8,8.32e-06
2024-05-15 08:00:00,BNBUSDT,8,-0.00069557
2024-05-15 08:00:00,BTCUSDT,8,-3.85e-06
2024-05-15 08:00:00,DOGEUSDT,8,5.432e-05
2024-05-15 08:00:00,ETHUSDT,8,8.171e-05
2024-05-15 08:00:00,MASKUSDT,8,0.0001
2024-05-15 08:00:00,SOLUSDT,8,1.895e-05
2024-05-15 08:00:00,XRPUSDT,8,3.944e-05
2024-05-15 16:00:00,AAVEUSDT,8,0.0001
2024-05-15 16:00:00,BNBUSDT,8,-0.00114578
2024-05-15 16:00:00,BTCUSDT,8,2.373e-05
2024-05-15 16:00:00,DOGEUSDT,8,0.0001
2024-05-15 16:00:00,ETHUSDT,8,9.162e-05
2024-05-15 16:00:00,MASKUSDT,8,0.0001
2024-05-15 16:00:00,SOLUSDT,8,8.36e-05
2024-05-15 16:00:00,XRPUSDT,8,0.0001
2024-05-16 00:00:00,AAVEUSDT,8,0.0001
2024-05-16 00:00:00,BNBUSDT,8,-0.00065658
2024-05-16 00:00:00,BTCUSDT,8,2.103e-05
2024-05-16 00:00:00,DOGEUSDT,8,0.0001
2024-05-16 00:00:00,ETHUSDT,8,0.0001
2024-05-16 00:00:00,MASKUSDT,8,-5.985e-05
2024-05-16 00:00:00,SOLUSDT,8,0.0001
2024-05-16 00:00:00,XRPUSDT,8,9.28e-05
2024-05-16 08:00:00,AAVEUSDT,8,0.0001
2024-05-16 08:00:00,BNBUSDT,8,0.0
2024-05-16 08:00:00,BTCUSDT,8,5.148e-05
2024-05-16 08:00:00,DOGEUSDT,8,0.0001
2024-05-16 08:00:00,ETHUSDT,8,6.453e-05
2024-05-16 08:00:00,MASKUSDT,8,0.0001
2024-05-16 08:00:00,SOLUSDT,8,0.0001
2024-05-16 08:00:00,XRPUSDT,8,0.0001
2024-05-16 16:00:00,AAVEUSDT,8,0.0001
2024-05-16 16:00:00,BNBUSDT,8,-0.00017077
2024-05-16 16:00:00,BTCUSDT,8,3.543e-05
2024-05-16 16:00:00,DOGEUSDT,8,0.0001
2024-05-16 16:00:00,ETHUSDT,8,5.401e-05
2024-05-16 16:00:00,MASKUSDT,8,7.685e-05
2024-05-16 16:00:00,SOLUSDT,8,0.0001
2024-05-16 16:00:00,XRPUSDT,8,0.0001
2024-05-17 00:00:00,AAVEUSDT,8,0.0001
2024-05-17 00:00:00,BNBUSDT,8,-0.00053276
2024-05-17 00:00:00,BTCUSDT,8,4.647e-05
2024-05-17 00:00:00,DOGEUSDT,8,5.102e-05
2024-05-17 00:00:00,ETHUSDT,8,5.324e-05
2024-05-17 00:00:00,MASKUSDT,8,-6.545e-05
2024-05-17 00:00:00,SOLUSDT,8,7.45e-05
2024-05-17 00:00:00,XRPUSDT,8,0.0001
2024-05-17 08:00:00,AAVEUSDT,8,0.0001
2024-05-17 08:00:00,BNBUSDT,8,-0.00017804
2024-05-17 08:00:00,BTCUSDT,8,8.15e-06
2024-05-17 08:00:00,DOGEUSDT,8,3.501e-05
2024-05-17 08:00:00,ETHUSDT,8,8.531e-05
