fundingRateTimestamp,,symbol,fundingRate
2024-01-13 16:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-13 16:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-14 00:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-14 00:00:00,BNBUSDT,BNBUSDT,0.0001
2024-01-14 00:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-14 00:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-14 00:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-14 00:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-14 00:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-14 00:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-14 08:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-14 08:00:00,BNBUSDT,BNBUSDT,0.0001
2024-01-14 08:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-14 08:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-14 08:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-14 08:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-14 08:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-14 08:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-14 16:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-14 16:00:00,BNBUSDT,BNBUSDT,0.00010677
2024-01-14 16:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-14 16:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-14 16:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-14 16:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-14 16:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-14 16:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-15 00:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-15 00:00:00,BNBUSDT,BNBUSDT,0.0001
2024-01-15 00:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-15 00:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-15 00:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-15 00:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-15 00:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-15 00:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-15 08:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-15 08:00:00,BNBUSDT,BNBUSDT,0.00033346
2024-01-15 08:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-15 08:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-15 08:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-15 08:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-15 08:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-15 08:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-15 16:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-15 16:00:00,BNBUSDT,BNBUSDT,0.0001
2024-01-15 16:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-15 16:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-15 16:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-15 16:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-15 16:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-15 16:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-16 00:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-16 00:00:00,BNBUSDT,BNBUSDT,-1.327e-05
2024-01-16 00:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-16 00:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-16 00:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-16 00:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-16 00:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-16 00:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-16 08:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-16 08:00:00,BNBUSDT,BNBUSDT,-0.00022361
2024-01-16 08:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-16 08:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-16 08:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-16 08:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-16 08:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-16 08:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-16 16:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-16 16:00:00,BNBUSDT,BNBUSDT,4.296e-05
2024-01-16 16:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-16 16:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-16 16:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-16 16:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-16 16:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-16 16:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-17 00:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-17 00:00:00,BNBUSDT,BNBUSDT,-0.00011643
2024-01-17 00:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-17 00:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-17 00:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-17 00:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-17 00:00:00,SOLUSDT,SOLUSDT,0.0001
2024-01-17 00:00:00,XRPUSDT,XRPUSDT,0.0001
2024-01-17 08:00:00,AAVEUSDT,AAVEUSDT,0.0001
2024-01-17 08:00:00,BNBUSDT,BNBUSDT,0.0001
2024-01-17 08:00:00,BTCUSDT,BTCUSDT,0.0001
2024-01-17 08:00:00,DOGEUSDT,DOGEUSDT,0.0001
2024-01-17 08:00:00,ETHUSDT,ETHUSDT,0.0001
2024-01-17 08:00:00,MASKUSDT,MASKUSDT,0.0001
2024-01-17 08:00:00,SOLUSDT,SOLUSDT,0.0001
